card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_pal
ALP-000304,ALPHA,305,MistMechanical ALPX,Demonic,Aqua,IRON CORTEX,8796,829,86,104,508,DIVINE.TORRENT.STRIKE,DIVINE.MIST.WARD,DIVINE.SURGE.STRIKE,DIVINE.SURGE.CHARGE,DIVINE.SURGE.STRIKE,DIVINE.TORRENT.SHIELD,DIVINE.MIST.BOOST,DIVINE.TIDE.BIND,DIVINE.RIPPLE.CATALYST,[ALPHA] CSI=86,,NyxGen,aqua
NU-000305,NU,306,PyreMechanical NUX,Mechanical,Fire,IRON CORTEX,229,15,7,5,22,DIVINE.PYRE.WARD,DIVINE.BLAZE.WARD,DIVINE.FLARE.CHARGE,DIVINE.BLAZE.BOOST,DIVINE.CINDER.WARD,DIVINE.CINDER.CHARGE,DIVINE.CINDER.WARD,DIVINE.CINDER.WARD,DIVINE.BLAZE.BIND,[NU] CSI=12,,NyxGen,fire
THE-000306,THETA,307,BlazeMechanical THEX,Mechanical,Fire,ASTRUM DIVISION,912,94,14,21,64,DIVINE.CINDER.BIND,DIVINE.FLARE.SHIELD,DIVINE.BLAZE.CHARGE,DIVINE.EMBER.CATALYST,DIVINE.PYRE.BOOST,DIVINE.EMBER.BIND,DIVINE.FLARE.STRIKE,DIVINE.BLAZE.SHIELD,DIVINE.PYRE.RUSH,[THETA] CSI=31,,NyxGen,fire
THE-000307,THETA,308,ZephyrMechanical THEX,Demonic,Wind,GEAR SECT,1174,71,17,23,75,DIVINE.GALE.WARD,DIVINE.SQUALL.SHIELD,DIVINE.GALE.CHARGE,DIVINE.BREEZE.BOOST,DIVINE.DRAFT.CHARGE,DIVINE.SQUALL.BIND,DIVINE.BREEZE.RUSH,DIVINE.SQUALL.SHIELD,DIVINE.ZEPHYR.BOOST,[THETA] CSI=40,,NyxGen,wind
THE-000308,THETA,309,BloomMechanical THEX,Viral,Wood,ABYSSAL CABAL,783,99,14,19,46,DIVINE.ROOT.SHIELD,DIVINE.BARK.DRAIN,DIVINE.ROOT.WARD,DIVINE.BARK.CHARGE,DIVINE.BARK.DRAIN,DIVINE.BLOOM.STRIKE,DIVINE.BARK.BOOST,DIVINE.VINE.CATALYST,DIVINE.BARK.RUSH,[THETA] CSI=36,,NyxGen,wood
NU-000309,NU,310,FlareMechanical NUX,Viral,Fire,GEAR SECT,131,12,4,5,23,DIVINE.BLAZE.STRIKE,DIVINE.PYRE.STRIKE,DIVINE.EMBER.CHARGE,DIVINE.EMBER.CHARGE,DIVINE.EMBER.CATALYST,DIVINE.FLARE.CATALYST,DIVINE.CINDER.BOOST,DIVINE.BLAZE.STRIKE,DIVINE.EMBER.SHIELD,[NU] CSI=18,,NyxGen,fire
NU-000310,NU,311,TorrentMechanical NUX,Viral,Aqua,IRON CORTEX,229,19,5,5,16,DIVINE.MIST.DRAIN,DIVINE.SURGE.STRIKE,DIVINE.RIPPLE.BOOST,DIVINE.MIST.CATALYST,DIVINE.SURGE.DRAIN,DIVINE.TORRENT.DRAIN,DIVINE.SURGE.DRAIN,DIVINE.TIDE.WARD,DIVINE.TORRENT.BOOST,[NU] CSI=8,,NyxGen,aqua
IOT-000311,IOTA,312,SurgeMechanical IOTX,Viral,Elec,ABYSSAL CABAL,875,41,16,13,50,DIVINE.ARC.BOOST,DIVINE.VOLT.RUSH,DIVINE.VOLT.RUSH,DIVINE.SPARK.WARD,DIVINE.VOLT.SHIELD,DIVINE.SURGE.CATALYST,DIVINE.SURGE.WARD,DIVINE.ARC.RUSH,DIVINE.BOLT.BOOST,[IOTA] CSI=25,,NyxGen,elec
MU-000312,MU,313,VineMechanical MUX,Mechanical,Wood,SYNTHETIC NETWORK,282,18,7,7,26,DIVINE.VINE.DRAIN,DIVINE.BLOOM.WARD,DIVINE.THORN.BIND,DIVINE.ROOT.WARD,DIVINE.THORN.BOOST,DIVINE.BARK.WARD,DIVINE.VINE.SHIELD,DIVINE.BARK.BIND,DIVINE.THORN.WARD,[MU] CSI=10,,NyxGen,wood
DEL-000313,DELTA,314,MistMechanical DELX,Demonic,Aqua,VOID CULT,2887,357,38,52,251,DIVINE.TORRENT.BOOST,DIVINE.TIDE.SHIELD,DIVINE.TORRENT.STRIKE,DIVINE.MIST.CHARGE,DIVINE.MIST.WARD,DIVINE.RIPPLE.CATALYST,DIVINE.MIST.SHIELD,DIVINE.MIST.CATALYST,DIVINE.TIDE.WARD,[DELTA] CSI=62,,NyxGen,aqua
DEL-000314,DELTA,315,BreezeMechanical DELX,Demonic,Wind,SYNTHETIC NETWORK,3451,258,46,48,185,DIVINE.DRAFT.CHARGE,DIVINE.BREEZE.STRIKE,DIVINE.ZEPHYR.STRIKE,DIVINE.GALE.CHARGE,DIVINE.BREEZE.CATALYST,DIVINE.SQUALL.SHIELD,DIVINE.DRAFT.BIND,DIVINE.DRAFT.DRAIN,DIVINE.GALE.CHARGE,[DELTA] CSI=65,,NyxGen,wind
LAM-000315,LAMBDA,316,BreezeMechanical LAMX,Mechanical,Wind,PHAGE CELL,262,29,8,8,30,DIVINE.ZEPHYR.CATALYST,DIVINE.SQUALL.RUSH,DIVINE.ZEPHYR.STRIKE,DIVINE.ZEPHYR.SHIELD,DIVINE.GALE.BOOST,DIVINE.DRAFT.BOOST,DIVINE.DRAFT.CATALYST,DIVINE.SQUALL.SHIELD,DIVINE.SQUALL.DRAIN,[LAMBDA] CSI=25,,NyxGen,wind
OME-000316,OMEGA,317,HaloMechanical OMEX,Mechanical,Holy,GEAR SECT,8075,1072,100,121,804,DIVINE.RADIANCE.CHARGE,DIVINE.SERA.RUSH,DIVINE.SERA.CATALYST,DIVINE.SERA.DRAIN,DIVINE.LUMEN.WARD,DIVINE.HALO.DRAIN,DIVINE.RADIANCE.DRAIN,DIVINE.HALO.CATALYST,DIVINE.SANCT.CATALYST,[OMEGA] CSI=95,,NyxGen,holy
LAM-000317,LAMBDA,318,VineMechanical LAMX,Mechanical,Wood,LUMINA SECT,337,25,9,10,24,DIVINE.BLOOM.BIND,DIVINE.BARK.SHIELD,DIVINE.ROOT.DRAIN,DIVINE.VINE.RUSH,DIVINE.ROOT.RUSH,DIVINE.BLOOM.DRAIN,DIVINE.THORN.RUSH,DIVINE.THORN.CATALYST,DIVINE.VINE.WARD,[LAMBDA] CSI=17,,NyxGen,wood
THE-000318,THETA,319,RippleMechanical THEX,Demonic,Aqua,PHAGE CELL,1054,60,22,15,94,DIVINE.MIST.BOOST,DIVINE.TORRENT.WARD,DIVINE.TORRENT.BIND,DIVINE.SURGE.RUSH,DIVINE.RIPPLE.BIND,DIVINE.SURGE.BIND,DIVINE.MIST.RUSH,DIVINE.TORRENT.CATALYST,DIVINE.TIDE.WARD,[THETA] CSI=36,,NyxGen,aqua
NU-000319,NU,320,SanctMechanical NUX,Mechanical,Holy,ABYSSAL CABAL,249,20,4,5,19,DIVINE.SANCT.BIND,DIVINE.HALO.BOOST,DIVINE.HALO.BOOST,DIVINE.SERA.CHARGE,DIVINE.SANCT.CHARGE,DIVINE.LUMEN.CATALYST,DIVINE.RADIANCE.CATALYST,DIVINE.SERA.STRIKE,DIVINE.HALO.STRIKE,[NU] CSI=17,,NyxGen,holy
EPS-000320,EPSILON,321,RootMechanical EPSX,Viral,Wood,INFECTION VECTOR,2510,228,42,32,207,DIVINE.THORN.WARD,DIVINE.VINE.WARD,DIVINE.BARK.SHIELD,DIVINE.VINE.SHIELD,DIVINE.BARK.BIND,DIVINE.ROOT.SHIELD,DIVINE.VINE.WARD,DIVINE.BLOOM.CATALYST,DIVINE.BLOOM.CHARGE,[EPSILON] CSI=56,,NyxGen,wood
MU-000321,MU,322,SurgeMechanical MUX,Demonic,Elec,PROTOCOL DIVISION,235,18,6,6,19,DIVINE.BOLT.WARD,DIVINE.ARC.DRAIN,DIVINE.SPARK.CATALYST,DIVINE.SURGE.CHARGE,DIVINE.VOLT.WARD,DIVINE.VOLT.SHIELD,DIVINE.SPARK.STRIKE,DIVINE.VOLT.BIND,DIVINE.ARC.CATALYST,[MU] CSI=14,,NyxGen,elec
THE-000322,THETA,323,UmbralMechanical THEX,Viral,Void,PHAGE CELL,1193,72,21,23,72,DIVINE.ECLIPSE.CHARGE,DIVINE.ABYSS.STRIKE,DIVINE.ABYSS.BOOST,DIVINE.ABYSS.BOOST,DIVINE.UMBRAL.WARD,DIVINE.ABYSS.SHIELD,DIVINE.UMBRAL.BOOST,DIVINE.ABYSS.STRIKE,DIVINE.ECLIPSE.SHIELD,[THETA] CSI=30,,NyxGen,void
MU-000323,MU,324,RippleMechanical MUX,Viral,Aqua,LUMINA SECT,275,18,5,9,32,DIVINE.TIDE.WARD,DIVINE.MIST.RUSH,DIVINE.TIDE.BOOST,DIVINE.SURGE.STRIKE,DIVINE.TORRENT.CHARGE,DIVINE.MIST.BIND,DIVINE.RIPPLE.STRIKE,DIVINE.TORRENT.BIND,DIVINE.SURGE.CHARGE,[MU] CSI=22,,NyxGen,aqua
GAM-000324,GAMMA,325,TideMechanical GAMX,Mechanical,Aqua,VOID CULT,4313,425,60,73,269,DIVINE.MIST.STRIKE,DIVINE.TORRENT.WARD,DIVINE.RIPPLE.RUSH,DIVINE.TORRENT.BIND,DIVINE.SURGE.DRAIN,DIVINE.MIST.SHIELD,DIVINE.RIPPLE.BOOST,DIVINE.SURGE.DRAIN,DIVINE.TIDE.WARD,[GAMMA] CSI=72,,NyxGen,aqua
NU-000325,NU,326,RiftMechanical NUX,Demonic,Void,CORRUPTED SECTOR,146,11,4,8,17,DIVINE.NULL.BIND,DIVINE.ECLIPSE.CHARGE,DIVINE.ABYSS.SHIELD,DIVINE.ECLIPSE.CATALYST,DIVINE.ABYSS.BIND,DIVINE.RIFT.SHIELD,DIVINE.NULL.DRAIN,DIVINE.RIFT.BIND,DIVINE.UMBRAL.DRAIN,[NU] CSI=18,,NyxGen,void
ZET-000326,ZETA,327,BlazeMechanical ZETX,Mechanical,Fire,INFECTION VECTOR,1542,165,25,25,165,DIVINE.CINDER.BOOST,DIVINE.CINDER.BOOST,DIVINE.BLAZE.CHARGE,DIVINE.PYRE.CATALYST,DIVINE.FLARE.SHIELD,DIVINE.EMBER.CHARGE,DIVINE.CINDER.STRIKE,DIVINE.PYRE.CATALYST,DIVINE.CINDER.SHIELD,[ZETA] CSI=51,,NyxGen,fire
MU-000327,MU,328,BoltMechanical MUX,Demonic,Elec,GEAR SECT,195,30,8,10,20,DIVINE.SPARK.BOOST,DIVINE.ARC.CHARGE,DIVINE.SURGE.CHARGE,DIVINE.BOLT.WARD,DIVINE.SPARK.SHIELD,DIVINE.SURGE.CATALYST,DIVINE.BOLT.CATALYST,DIVINE.ARC.BOOST,DIVINE.VOLT.BIND,[MU] CSI=12,,NyxGen,elec
ETA-000328,ETA,329,DraftMechanical ETAX,Mechanical,Wind,GEAR SECT,1148,80,25,30,122,DIVINE.SQUALL.RUSH,DIVINE.GALE.CHARGE,DIVINE.BREEZE.CATALYST,DIVINE.SQUALL.RUSH,DIVINE.ZEPHYR.WARD,DIVINE.GALE.WARD,DIVINE.GALE.CHARGE,DIVINE.GALE.CATALYST,DIVINE.ZEPHYR.RUSH,[ETA] CSI=41,,NyxGen,wind
XI-000329,XI,330,HaloMechanical XIX,Viral,Holy,HALO CORE,125,13,6,4,8,DIVINE.SERA.WARD,DIVINE.HALO.BOOST,DIVINE.SANCT.CATALYST,DIVINE.SANCT.WARD,DIVINE.SERA.STRIKE,DIVINE.RADIANCE.DRAIN,DIVINE.RADIANCE.RUSH,DIVINE.HALO.STRIKE,DIVINE.HALO.BOOST,[XI] CSI=8,,NyxGen,holy
MU-000330,MU,331,EclipseMechanical MUX,Demonic,Void,VOID CULT,354,17,6,8,21,DIVINE.RIFT.STRIKE,DIVINE.ECLIPSE.BOOST,DIVINE.ECLIPSE.CATALYST,DIVINE.ABYSS.WARD,DIVINE.UMBRAL.SHIELD,DIVINE.NULL.WARD,DIVINE.ABYSS.WARD,DIVINE.ECLIPSE.BOOST,DIVINE.UMBRAL.DRAIN,[MU] CSI=12,,NyxGen,void
LAM-000331,LAMBDA,332,SurgeMechanical LAMX,Demonic,Elec,IRON CORTEX,316,27,10,11,17,DIVINE.VOLT.SHIELD,DIVINE.VOLT.DRAIN,DIVINE.ARC.BOOST,DIVINE.SPARK.STRIKE,DIVINE.VOLT.RUSH,DIVINE.SPARK.CHARGE,DIVINE.ARC.RUSH,DIVINE.BOLT.SHIELD,DIVINE.SPARK.WARD,[LAMBDA] CSI=26,,NyxGen,elec
KAP-000332,KAPPA,333,TideMechanical KAPX,Demonic,Aqua,PHAGE CELL,555,47,11,11,39,DIVINE.TORRENT.RUSH,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.CATALYST,DIVINE.SURGE.WARD,DIVINE.MIST.SHIELD,DIVINE.TORRENT.WARD,DIVINE.MIST.BOOST,DIVINE.MIST.BIND,DIVINE.MIST.CATALYST,[KAPPA] CSI=19,,NyxGen,aqua
DEL-000333,DELTA,334,NullMechanical DELX,Viral,Void,CORRUPTED SECTOR,4169,234,39,54,208,DIVINE.NULL.WARD,DIVINE.ABYSS.CATALYST,DIVINE.UMBRAL.BOOST,DIVINE.RIFT.DRAIN,DIVINE.UMBRAL.STRIKE,DIVINE.RIFT.CHARGE,DIVINE.NULL.STRIKE,DIVINE.NULL.RUSH,DIVINE.NULL.RUSH,[DELTA] CSI=64,,NyxGen,void
KAP-000334,KAPPA,335,SurgeMechanical KAPX,Mechanical,Aqua,INFECTION VECTOR,476,47,12,14,57,DIVINE.TIDE.WARD,DIVINE.TORRENT.CATALYST,DIVINE.SURGE.BOOST,DIVINE.SURGE.DRAIN,DIVINE.MIST.CATALYST,DIVINE.TIDE.CATALYST,DIVINE.TIDE.BIND,DIVINE.MIST.BIND,DIVINE.MIST.SHIELD,[KAPPA] CSI=31,,NyxGen,aqua
KAP-000335,KAPPA,336,NullMechanical KAPX,Viral,Void,VOID CULT,402,39,12,12,43,DIVINE.UMBRAL.SHIELD,DIVINE.ECLIPSE.DRAIN,DIVINE.UMBRAL.BOOST,DIVINE.ECLIPSE.BOOST,DIVINE.RIFT.DRAIN,DIVINE.ECLIPSE.DRAIN,DIVINE.ABYSS.CHARGE,DIVINE.RIFT.STRIKE,DIVINE.ECLIPSE.BOOST,[KAPPA] CSI=23,,NyxGen,void
ETA-000336,ETA,337,SquallMechanical ETAX,Demonic,Wind,IRON CORTEX,1516,84,27,20,124,DIVINE.GALE.SHIELD,DIVINE.GALE.RUSH,DIVINE.DRAFT.BIND,DIVINE.DRAFT.BIND,DIVINE.GALE.SHIELD,DIVINE.BREEZE.BOOST,DIVINE.ZEPHYR.WARD,DIVINE.ZEPHYR.WARD,DIVINE.ZEPHYR.CHARGE,[ETA] CSI=38,,NyxGen,wind
DEL-000337,DELTA,338,BlazeMechanical DELX,Viral,Fire,GEAR SECT,4051,344,54,50,288,DIVINE.PYRE.CATALYST,DIVINE.CINDER.BOOST,DIVINE.CINDER.CHARGE,DIVINE.BLAZE.RUSH,DIVINE.CINDER.SHIELD,DIVINE.FLARE.BIND,DIVINE.CINDER.DRAIN,DIVINE.EMBER.WARD,DIVINE.BLAZE.CATALYST,[DELTA] CSI=68,,NyxGen,fire
ALP-000338,ALPHA,339,AbyssMechanical ALPX,Angelic,Void,HALO CORE,8061,586,88,84,735,DIVINE.RIFT.SHIELD,DIVINE.ECLIPSE.BIND,DIVINE.NULL.CHARGE,DIVINE.NULL.CHARGE,DIVINE.ECLIPSE.BOOST,DIVINE.ECLIPSE.RUSH,DIVINE.ECLIPSE.CATALYST,DIVINE.RIFT.SHIELD,DIVINE.RIFT.BIND,[ALPHA] CSI=85,,NyxGen,void
OME-000339,OMEGA,340,ArcMechanical OMEX,Angelic,Elec,ASTRUM DIVISION,11347,745,115,90,748,DIVINE.BOLT.CATALYST,DIVINE.BOLT.DRAIN,DIVINE.ARC.SHIELD,DIVINE.ARC.SHIELD,DIVINE.SPARK.CATALYST,DIVINE.ARC.RUSH,DIVINE.SURGE.CATALYST,DIVINE.VOLT.CATALYST,DIVINE.BOLT.RUSH,[OMEGA] CSI=99,,NyxGen,elec
KAP-000340,KAPPA,341,EmberMechanical KAPX,Angelic,Fire,HALO CORE,611,34,10,14,59,DIVINE.CINDER.BIND,DIVINE.EMBER.CHARGE,DIVINE.CINDER.BOOST,DIVINE.CINDER.DRAIN,DIVINE.BLAZE.DRAIN,DIVINE.EMBER.SHIELD,DIVINE.EMBER.RUSH,DIVINE.PYRE.STRIKE,DIVINE.CINDER.BOOST,[KAPPA] CSI=20,,NyxGen,fire
EPS-000341,EPSILON,342,NullMechanical EPSX,Viral,Void,PHAGE CELL,2436,187,34,32,201,DIVINE.RIFT.SHIELD,DIVINE.ECLIPSE.WARD,DIVINE.NULL.CHARGE,DIVINE.ABYSS.CATALYST,DIVINE.ABYSS.BIND,DIVINE.ECLIPSE.BIND,DIVINE.ABYSS.CATALYST,DIVINE.RIFT.STRIKE,DIVINE.RIFT.CATALYST,[EPSILON] CSI=53,,NyxGen,void
IOT-000342,IOTA,343,BloomMechanical IOTX,Angelic,Wood,VOID CULT,660,51,15,13,76,DIVINE.BLOOM.BIND,DIVINE.VINE.BOOST,DIVINE.ROOT.BIND,DIVINE.ROOT.BOOST,DIVINE.VINE.STRIKE,DIVINE.BLOOM.DRAIN,DIVINE.BARK.SHIELD,DIVINE.THORN.CHARGE,DIVINE.THORN.WARD,[IOTA] CSI=34,,NyxGen,wood
GAM-000343,GAMMA,344,AbyssMechanical GAMX,Mechanical,Void,HALO CORE,4632,436,58,72,391,DIVINE.NULL.BIND,DIVINE.UMBRAL.CHARGE,DIVINE.UMBRAL.BOOST,DIVINE.ABYSS.BOOST,DIVINE.NULL.SHIELD,DIVINE.RIFT.BIND,DIVINE.NULL.CHARGE,DIVINE.ABYSS.RUSH,DIVINE.UMBRAL.DRAIN,[GAMMA] CSI=75,,NyxGen,void
LAM-000344,LAMBDA,345,EmberMechanical LAMX,Demonic,Fire,IRON CORTEX,325,24,6,9,38,DIVINE.FLARE.STRIKE,DIVINE.EMBER.DRAIN,DIVINE.BLAZE.DRAIN,DIVINE.BLAZE.CATALYST,DIVINE.EMBER.BOOST,DIVINE.PYRE.STRIKE,DIVINE.BLAZE.CHARGE,DIVINE.EMBER.DRAIN,DIVINE.CINDER.CATALYST,[LAMBDA] CSI=25,,NyxGen,fire
NU-000345,NU,346,ArcMechanical NUX,Viral,Elec,LUMINA SECT,211,19,7,6,25,DIVINE.ARC.DRAIN,DIVINE.SURGE.CHARGE,DIVINE.SPARK.CATALYST,DIVINE.ARC.STRIKE,DIVINE.BOLT.SHIELD,DIVINE.VOLT.RUSH,DIVINE.BOLT.RUSH,DIVINE.VOLT.STRIKE,DIVINE.ARC.WARD,[NU] CSI=13,,NyxGen,elec
BET-000346,BETA,347,SquallMechanical BETX,Demonic,Wind,CORRUPTED SECTOR,5114,579,74,61,369,DIVINE.GALE.CATALYST,DIVINE.GALE.SHIELD,DIVINE.BREEZE.STRIKE,DIVINE.SQUALL.WARD,DIVINE.BREEZE.RUSH,DIVINE.DRAFT.DRAIN,DIVINE.SQUALL.RUSH,DIVINE.ZEPHYR.CATALYST,DIVINE.DRAFT.SHIELD,[BETA] CSI=78,,NyxGen,wind
MU-000347,MU,348,RootMechanical MUX,Viral,Wood,ABYSSAL CABAL,199,27,8,6,25,DIVINE.ROOT.CHARGE,DIVINE.BLOOM.RUSH,DIVINE.BLOOM.CHARGE,DIVINE.BARK.BOOST,DIVINE.VINE.CHARGE,DIVINE.BLOOM.SHIELD,DIVINE.THORN.RUSH,DIVINE.BARK.BIND,DIVINE.ROOT.RUSH,[MU] CSI=18,,NyxGen,wood
ETA-000348,ETA,349,ZephyrMechanical ETAX,Angelic,Wind,ROT CLUSTER,1669,126,26,20,73,DIVINE.SQUALL.RUSH,DIVINE.SQUALL.STRIKE,DIVINE.GALE.BIND,DIVINE.GALE.CATALYST,DIVINE.ZEPHYR.STRIKE,DIVINE.ZEPHYR.WARD,DIVINE.DRAFT.BIND,DIVINE.GALE.WARD,DIVINE.DRAFT.STRIKE,[ETA] CSI=42,,NyxGen,wind
ALP-000349,ALPHA,350,ThornMechanical ALPX,Demonic,Wood,ROT CLUSTER,7763,753,91,96,679,DIVINE.BARK.BOOST,DIVINE.ROOT.RUSH,DIVINE.BARK.STRIKE,DIVINE.BLOOM.SHIELD,DIVINE.BARK.BOOST,DIVINE.VINE.DRAIN,DIVINE.BLOOM.RUSH,DIVINE.THORN.BOOST,DIVINE.BLOOM.DRAIN,[ALPHA] CSI=94,,NyxGen,wood
DEL-000350,DELTA,351,AbyssMechanical DELX,Viral,Void,INFECTION VECTOR,3291,306,40,50,320,DIVINE.ECLIPSE.DRAIN,DIVINE.ECLIPSE.BIND,DIVINE.ABYSS.BIND,DIVINE.RIFT.CATALYST,DIVINE.ABYSS.WARD,DIVINE.ABYSS.BOOST,DIVINE.UMBRAL.STRIKE,DIVINE.ECLIPSE.BIND,DIVINE.UMBRAL.CHARGE,[DELTA] CSI=65,,NyxGen,void
MU-000351,MU,352,MistMechanical MUX,Mechanical,Aqua,IRON CORTEX,194,27,8,9,19,DIVINE.TIDE.CHARGE,DIVINE.SURGE.CHARGE,DIVINE.TIDE.CHARGE,DIVINE.TORRENT.SHIELD,DIVINE.TORRENT.DRAIN,DIVINE.TIDE.BOOST,DIVINE.TORRENT.CATALYST,DIVINE.MIST.DRAIN,DIVINE.RIPPLE.STRIKE,[MU] CSI=10,,NyxGen,aqua
IOT-000352,IOTA,353,SanctMechanical IOTX,Mechanical,Holy,PHAGE CELL,592,71,12,14,76,DIVINE.LUMEN.CATALYST,DIVINE.HALO.BIND,DIVINE.HALO.WARD,DIVINE.HALO.STRIKE,DIVINE.HALO.RUSH,DIVINE.SANCT.STRIKE,DIVINE.HALO.BOOST,DIVINE.SANCT.STRIKE,DIVINE.SERA.DRAIN,[IOTA] CSI=30,,NyxGen,holy
ZET-000353,ZETA,354,BarkMechanical ZETX,Mechanical,Wood,GEAR SECT,1734,192,31,36,142,DIVINE.THORN.SHIELD,DIVINE.VINE.CATALYST,DIVINE.VINE.BOOST,DIVINE.BARK.SHIELD,DIVINE.BLOOM.BOOST,DIVINE.VINE.WARD,DIVINE.BARK.SHIELD,DIVINE.THORN.CATALYST,DIVINE.VINE.RUSH,[ZETA] CSI=45,,NyxGen,wood
DEL-000354,DELTA,355,DraftMechanical DELX,Demonic,Wind,GEAR SECT,2827,319,48,47,307,DIVINE.ZEPHYR.CATALYST,DIVINE.SQUALL.RUSH,DIVINE.DRAFT.WARD,DIVINE.BREEZE.CHARGE,DIVINE.BREEZE.CHARGE,DIVINE.SQUALL.SHIELD,DIVINE.BREEZE.WARD,DIVINE.BREEZE.BIND,DIVINE.BREEZE.WARD,[DELTA] CSI=70,,NyxGen,wind
ZET-000355,ZETA,356,BloomMechanical ZETX,Mechanical,Wood,VOID CULT,1657,168,33,32,97,DIVINE.VINE.RUSH,DIVINE.BARK.CATALYST,DIVINE.ROOT.BIND,DIVINE.THORN.CHARGE,DIVINE.BLOOM.CHARGE,DIVINE.BLOOM.CHARGE,DIVINE.ROOT.BIND,DIVINE.BLOOM.CATALYST,DIVINE.VINE.CATALYST,[ZETA] CSI=46,,NyxGen,wood
XI-000356,XI,357,EclipseMechanical XIX,Demonic,Void,ABYSSAL CABAL,112,12,5,4,7,DIVINE.ECLIPSE.CHARGE,DIVINE.ECLIPSE.DRAIN,DIVINE.ABYSS.STRIKE,DIVINE.ABYSS.SHIELD,DIVINE.ECLIPSE.BOOST,DIVINE.NULL.SHIELD,DIVINE.NULL.RUSH,DIVINE.ABYSS.BOOST,DIVINE.ABYSS.CHARGE,[XI] CSI=3,,NyxGen,void
EPS-000357,EPSILON,358,SanctMechanical EPSX,Mechanical,Holy,ASTRUM DIVISION,2355,170,33,45,239,DIVINE.RADIANCE.STRIKE,DIVINE.LUMEN.DRAIN,DIVINE.SERA.SHIELD,DIVINE.LUMEN.STRIKE,DIVINE.LUMEN.CHARGE,DIVINE.SERA.STRIKE,DIVINE.LUMEN.STRIKE,DIVINE.SERA.WARD,DIVINE.SERA.SHIELD,[EPSILON] CSI=62,,NyxGen,holy
IOT-000358,IOTA,359,RippleMechanical IOTX,Mechanical,Aqua,PROTOCOL DIVISION,882,54,15,14,62,DIVINE.SURGE.STRIKE,DIVINE.MIST.CHARGE,DIVINE.MIST.STRIKE,DIVINE.MIST.BIND,DIVINE.TIDE.STRIKE,DIVINE.TIDE.WARD,DIVINE.MIST.CATALYST,DIVINE.MIST.BIND,DIVINE.MIST.STRIKE,[IOTA] CSI=32,,NyxGen,aqua
LAM-000359,LAMBDA,360,UmbralMechanical LAMX,Demonic,Void,HALO CORE,477,32,7,8,39,DIVINE.NULL.BIND,DIVINE.NULL.BIND,DIVINE.ABYSS.RUSH,DIVINE.NULL.CATALYST,DIVINE.ECLIPSE.RUSH,DIVINE.UMBRAL.STRIKE,DIVINE.NULL.BIND,DIVINE.RIFT.STRIKE,DIVINE.RIFT.SHIELD,[LAMBDA] CSI=20,,NyxGen,void
LAM-000360,LAMBDA,361,SanctMechanical LAMX,Demonic,Holy,PHAGE CELL,494,25,11,9,28,DIVINE.SANCT.RUSH,DIVINE.SERA.RUSH,DIVINE.HALO.CATALYST,DIVINE.SERA.SHIELD,DIVINE.SERA.STRIKE,DIVINE.SANCT.RUSH,DIVINE.HALO.BOOST,DIVINE.RADIANCE.CATALYST,DIVINE.SANCT.RUSH,[LAMBDA] CSI=26,,NyxGen,holy
KAP-000361,KAPPA,362,CinderMechanical KAPX,Angelic,Fire,PROTOCOL DIVISION,506,35,8,15,41,DIVINE.FLARE.BOOST,DIVINE.BLAZE.CHARGE,DIVINE.CINDER.BIND,DIVINE.BLAZE.BOOST,DIVINE.CINDER.RUSH,DIVINE.BLAZE.WARD,DIVINE.FLARE.BIND,DIVINE.EMBER.STRIKE,DIVINE.BLAZE.DRAIN,[KAPPA] CSI=27,,NyxGen,fire
OME-000362,OMEGA,363,EmberMechanical OMEX,Demonic,Fire,PROTOCOL DIVISION,11335,845,118,116,948,DIVINE.BLAZE.BIND,DIVINE.PYRE.CATALYST,DIVINE.CINDER.SHIELD,DIVINE.FLARE.DRAIN,DIVINE.BLAZE.CHARGE,DIVINE.EMBER.CATALYST,DIVINE.EMBER.CHARGE,DIVINE.EMBER.CATALYST,DIVINE.EMBER.CATALYST,[OMEGA] CSI=88,,NyxGen,fire
OME-000363,OMEGA,364,TorrentMechanical OMEX,Demonic,Aqua,SYNTHETIC NETWORK,9751,907,117,90,881,DIVINE.TIDE.BOOST,DIVINE.SURGE.SHIELD,DIVINE.SURGE.CATALYST,DIVINE.TIDE.RUSH,DIVINE.MIST.STRIKE,DIVINE.RIPPLE.WARD,DIVINE.RIPPLE.BOOST,DIVINE.SURGE.WARD,DIVINE.TORRENT.RUSH,[OMEGA] CSI=90,,NyxGen,aqua
DEL-000364,DELTA,365,RiftMechanical DELX,Mechanical,Void,VOID CULT,3229,260,42,49,253,DIVINE.ABYSS.BOOST,DIVINE.RIFT.STRIKE,DIVINE.NULL.RUSH,DIVINE.RIFT.WARD,DIVINE.UMBRAL.BIND,DIVINE.ECLIPSE.BOOST,DIVINE.ECLIPSE.STRIKE,DIVINE.ABYSS.RUSH,DIVINE.RIFT.CATALYST,[DELTA] CSI=60,,NyxGen,void
